artigoEmPeriodico	 	2018		Acoustic radiation force impulse elastography of the eyes of brachycephalic dogs	ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA	ABREU, T. G. M. ; FELICIANO, M. A. R. ; RENZO, R. ; KOBASHIGAWA, K. K. ; CHACALTANA, F. D. Y. C. ; CRIVELARO, R. M. ; ALDROVANI, M. ; MARONEZI, M. C. ; Thiesen, R. ; LAUS, J. L.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.ijcard.2012.04.136	Autologus transplantation of mononuclear bone marrow cells after acute myocardial infarction: A PILOT study	International Journal of Cardiology (Print)	Angeli, Franca S. ; Caramori, Paulo R.A. ; da Costa Escobar Piccoli, Jacqueline ; Danzmann, Luiz C. ; Magedanz, Ellen ; Bertaso, Angela ; Rost Drechsler, Carine Elisabete ; Busato, Stefano ; Anacker, Justino Amonte ; da Silva, Neivo ; Garicochea, Bernardo ; Machado, Denise C. ; BODANESE, Luiz Carlos		
artigoEmPeriodico	 	2012		Anaplastic ventricular carcinoma in a blue and gold macaw (Ara ararauna)	Brazilian Journal of Veterinary Pathology	ANJOS, B. L.; DIEFENBACH, A. ; RISSI, D. R. ; LOVATO, M. ; FLORES, T. ; PEREIRA, L. Q. ; KOMMERS, G. D.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.freeradbiomed.2012.02.044	Organotellurium and Organoselenium Compounds attenuate Mn-induced toxicity in C. elegans by preventing oxidative stress	Free Radical Biology & Medicine	Avila, Daiana Silva; Benedetto, Alexandre ; Au, Catherine ; Manarin, Flávia ; Erikson, Keith ; Soares, Felix Antunes ; Rocha, João Batista Teixeira ; Aschner, Michael		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1155/2012/949048	Toxic effects of mercury on the cardiovascular and central nervous systems	Journal of Biomedicine and Biotechnology (Online)	STEFANON, I. ; Azevedo, BF ; FURIERI, L. B. ; Peçanha, FM ; WIGGERS, G. A. ; VASSALLO, P. F. ; Fiorim J. ; FIORESI, M. ; ROSSONI, L. V. ; STEFANON, I. ; ALONSO, M. J. ; Salaices M. ; VASSALLO, Dalton Valentim		
artigoEmPeriodico	 	2012		Apontamentos: a revista que não existe	Educação em Revista (UFMG. Impresso)	BALINHAS, V. G. ; CUNHA, Álvaro Luís Ávila ; VEIGA, A.		
artigoEmPeriodico	 	2012		Associação entre realização de pré-natal e morbidade neonatal	Texto & Contexto Enfermagem (UFSC. Impresso)	Basso, Chariane Guglemim ; NEVES, E. T. ; SILVEIRA, A. DA SILVEIRA, A.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1590/s0102-09352012000400012	Temperatura de polimerização da resina acrílica odontológica na medula espinhal de ratos Wistar	ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA	BECKMANN, Diego Vilibaldo; SANTOS, Rosmarine Passos ; MAZZANTI, Alexandre ; MAZZANTI, A ; Aiello, G ; Polidoro Neto, D		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.ijpharm.2012.01.051	Hemocompatibility of poly(epsilon-caprolactone) lipid-core nanocapsules stabilized with polysorbate 80-lecithin and uncoated or coated with chitosan	International Journal of Pharmaceutics (Print)	BENDER, E. A.; ADORNE, M. D. ; COLOMÉ, Letícia Marques ; ABDALA, D. S. P. ; GUTERRES, S. S. ; POHLMANN, A. R.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.neuint.2012.06.015	Haloperidol-loaded polysorbate-coated polymeric nanocapsules decrease its adverse motor side effects and oxidative stress markers in rats	Neurochemistry International	Benvegnú, Dalila Moter ; Barcelos, Raquel Cristine Silva ; Boufleur, Nardeli ; Pase, Camila Simonetti ; Reckziegel, Patrícia ; FLORES, FERNANDA CRAMER ; OURIQUE, ALINE FERREIRA ; NORA, MAGALI DALLA ; SILVA, CRISTIANE DE BONA DA ; BECK, RUY CARLOS RUVER ; Bürger, Marilise Escobar		
artigoEmPeriodico	 	2012		Immediate physical therapy in dogs with rupture of the cranial cruciate ligament submitted to extracapsular surgical stabilization [	ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA	Berté, L ; MAZZANTI, Alexandre ; BECKMANN, Diego Vilibaldo ; MAZZANTI, A ; SALBEGO, Fabiano ; SANTOS, Rosmarine Passos		
artigoEmPeriodico	 	2012		VIDEOGAME E VIDA SAUDÁVEL: tensões ou colaboração?	Motrivivência (Florianópolis)	BIANCHI, Paula; Alex Fensterseifer ; TEIXEIRA, F. A.		
artigoEmPeriodico	 	2012		PARTICIPAÇÃO DA ENFERMEIRA NA IMPLANTAÇÃO DE UMA CENTRAL DE VENTILADORES MECÂNICOS	Revista Baiana de Enfermagem (Online)	BIRRER, JA ; LANA, L. D. ; LANA, L. D. ; SOARES, RSA ; Arend, J.		
artigoEmPeriodico	 	2012		PARTICIPAÇÃO DA ENFERMEIRA NA IMPLANTAÇÃO DE UMA CENTRAL DE VENTILADORES MECÂNICOS	Revista Baiana de Enfermagem (Online)	BIRRER, JA ; LANA, L. D. ; MOSTARDEIRO, SCTS ; SOARES, RSA ; Arend, J.		
artigoEmPeriodico	 	2012		AVALIAÇÃO DAS ORIENTAÇÕES PRÉ- OPERATÓRIAS PRESTADAS A CLIENTES DA UNIDADE DE CLÍNICA CIRÚRGICA DO HOSPITAL UNIVERSITÁRIO DE SANTA MARIA (UFSM)	Biblioteca Las Casas	BIRRER, JA ; SOARES, RSA ; LANA, L. D. ; SILVA, RM		
artigoEmPeriodico	 	2012		VARIABILIDADE ESPACIAL DOS ATRIBUTOS DO SOLO EM UMA UNIDADE DE MAPEAMENTO DE GLEISSOLO	Suelos Ecuatoriales	BITENCOURT, D. G. B.; L.C.TIMM ; L.F.S. Pinto		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1186/1471-2164-13-11	Differential expression patterns of conserved miRNAs and isomiRs during Atlantic halibut development	BMC Genomics	Bizuayehu, Teshome T ; Lanes, Carlos FC ; Furmanek, Tomasz ; Karlsen, Bard O ; Fernandes, Jorge MO ; Johansen, Steinar D ; Babiak, Igor		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.3390/molecules17055757	Protective Effects of Extracts and Flavonoids Isolated from Scutia buxifolia Reissek against Chromosome Damage in Human Lymphocytes Exposed to Hydrogen Peroxide	Molecules (Basel. Online)	BOLIGON, A. A. ; SAGRILLO, M. ; MACHADO, L. F. ; SOUZA FILHO, O. ; MACHADO, M. M. ; CRUZ, I. B. M. ; ATHAYDE, M. L.		
artigoEmPeriodico	 	2012		Chemical Composition, Antioxidant and Antimicrobial Activities of the essencial oil of Scutia buxifolia Reissek Leaves	Pharmaceutica Analytica Acta	BOLIGON, A. A. ; SCHWANZ, T. G. ; BRUM, T. F. ; Janaína Frohlich ; NUNES, L. ; Mario, D. A. N. ; ALVES, S. H. ; ATHAYDE, M. L.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1111/j.1365-2966.2011.20039.x	Deriving reliable fundamental parameters of pre-main-sequence-rich star clusters affected by differential reddening	Monthly Notices of the Royal Astronomical Society (Print)	Bonatto, C. ; Bica, E. ; LIMA, E. F.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1051/0004-6361/201118576	Unveiling hidden properties of young star clusters: differential reddening, star-formation spread, and binary fraction	Astronomy & Astrophysics (Berlin. Print)	Bonatto, C. ; Bica, E. ; LIMA, E. F.		
artigoEmPeriodico	 	2012		Antropologia feminista no Brasil? Reflexoes e desafios de um campo ainda em construção	Cuadernos de Antropología Social (Impresa)	BONETTI, A. L		
artigoEmPeriodico	 	2012		Respuesta metabólica de terneros de lechería alimentados con sustituto lácteo nacional o importados	Revista Científica (Maracaibo)	BORKERT, J. ; NORO, M. ; PULIDO, R. ; WITTWER, F.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.3109/10253890.2012.723075	Neonatal handling prevents anxiety-like symptoms in rats exposed to chronic mild stress: Behavioral and oxidative parameters	Stress (Luxembourg. Print)	Boufleur, Nardeli ; ANTONIAZZI, CAREN T.D. ; PASE, C. S. ; Benvegnú, Dalila M. ; DIAS, VERÔNICA T. ; SEGAT, H. J. ; SEGAT, HECSON J. ; ROVERSI, KATIANE ; ROVERSI, KARINE ; NORA, MAGALI DALLA ; KOAKOSKIA, GESSI ; ROSA, JOÃO G. ; BARCELLOS, LEONARDO J.G. ; BÜRGER, M. E.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.brainres.2012.08.002	Neonatal tactile stimulation changes anxiety-like behavior and improves responsiveness of rats to diazepam	Brain Research	Boufleur, Nardeli ; ANTONIAZZI, CAREN T.D. ; Pase, Camila S. ; Benvegnú, Dalila M. ; Barcelos, Raquel C.S. ; Dolci, Geisa S. ; Dias, Verônica T. ; ROVERSI, KATIANE ; ROVERSI, KARINE ; KOAKOSKIA, GESSI ; ROSA, JOÃO G. ; BARCELLOS, LEONARDO J.G. ; Bürger, Marilise E.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.2174/157339512804806189	Autoimmune Hepatitis: Pathophysiology, Diagnosis and Pharmacological Therapy	Current Immunology Reviews	BRONDANI, V. ; MACHADO, M. M. ; OLIVEIRA, L. F. S. ; OLIVEIRA, L. F. S.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1186/1471-2253-12-9	Increased NMDA receptor inhibition at an increased Sevoflurane MAC	Anesthesiology (Philadelphia)	Brosnan, Robert J ; THIESEN, Roberto		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1590/S1981-77462012000100008	Qualidade de vida dos professores da área de ciências em escola pública no Rio Grande do Sul	Trabalho, educação e saúde (Online)	Brum, Liliani Mathias ; Azambuja, Cati Reckelberg ; Rezer, João Felipe Peres ; Temp, Daiana Sonego ; Carpilovsky, Cristiane Köhler ; Lopes, Luis Felipe ; Schetinger, Maria Rosa Chitolina		
artigoEmPeriodico	 	2012		Nanoemulsões como sistemas de liberação parenteral de fármacos	Química Nova (Impresso)	BRUXEL, F.; LAUX, M. ; WILD, L. B. ; FRAGA, M. ; KOESTER, L. S. ; TEIXEIRA, H. F.		
artigoEmPeriodico	 	2012		Úlceras Crônicas e o Acolhimento de Pacientes sob a Ótica da Integralidade na Atenção Multidisciplinar: um relato de caso	Revista de Epidemiologia e Controle de Infecção	BUENO, E. A. ; BALK, R. S. ; TORRES, Odete Messa		
artigoEmPeriodico	 	2012		Atuações Interdisciplinares na Saúde Domiciliar	Revista de Epidemiologia e Controle de Infecção	BUENO, E. A. ; BALK, R. S. ; TORRES, Odete Messa		
artigoEmPeriodico	 	2012		Lactato concentration in bitch and canine neonates born through cesarean section	Arquivo Brasileiro de Medicina Veterinária e Zootecnia (Online)	BUENO, L. M. C. ; LOPES, M.D. ; LOURENCO, M. L. G. ; Prestes, N. C. ; TAKAHIRA, R. K. ; DERUSSI, A. A. P. ; SUDANO, M.J.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1590/S0102-09352012000600006	Concentração de lactato e glicemia em cadelas e neonatos nascidos de cesariana	Arquivo Brasileiro de Medicina Veterinária e Zootecnia	BUENO, L.M.C. ; LOPES, M. D. ; Lopes, M.D. ; LOURENÇO, M.L.G. ; PRESTES, N.C. ; TAKAHIRA, R.K. ; DERUSSI, A. A. P. ; SUDANO, M.J.		
artigoEmPeriodico	 	2012		Influence of a new bicycle crank design on aerobic parameters of non-cyclists	Journal of Sports Medicine and Physical Fitness (Testo stampato)	BUSCEMI, S ; CANINO, B. ; DAGNESE, F. ; CARPES, FP ; CALANDRINO, V. ; BUSCEMI, C. ; MATTINA, A. ; VERGA, S.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.3389/fgene.2012.00052	Genome-Wide Analyses of Metal Responsive Genes in Caenorhabditis elegans	Frontiers in Genetics	Caito, Samuel ; Fretham, Stephanie ; Martinez-Finley, Ebany ; Chakraborty, Sudipta ; Avila, Daiana ; Chen, Pan ; Aschner, Michael		
artigoEmPeriodico	 	2012		Influence of lineage of oocyte donor on the yield and morphology of oocytes recovered by ultrasound-guided follicular aspiration in nellore cows	Veterinária e Zootecnia (UNESP)	Calegari, R. S. ; Souza, D.G. ; Paschoal, D. M. ; Sudano, M. J. ; Junior, Alicio Martins		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1590/s0100-879x2012007500166	Acute effects of resistance exercise and intermittent intense aerobic exercise on blood cell count and oxidative stress in trained middle-aged women	Brazilian Journal of Medical and Biological Research on line	CARDOSO, A.M. ; BAGATINI, M.D. ; ROTH, M.A. ; MARTINS, C.C. ; Rezer, J.F.P. ; MELLO, F.F. ; LOPES, L.F.D. ; MORSCH, V.M. ; Schetinger, M.R.C.		
artigoEmPeriodico	 	2012		Pesquisa qualitativa em enfermagem: seu objeto de intervenção	Rede de Cuidados em Saúde	CARDOSO, Leticia Silveira; CEZAR-VAZ, Marta Regina		
artigoEmPeriodico	 	2012		Assimetrias angulares na marcha de crianças obesas	Revista Brasileira de Biomecânica (Impresso)	CARPES, Felipe Pivetta; KLEINPAUL, J. F. ; LINK, D. M. ; MOTA, C. B.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1590/S1980-65742012000200012	Preference and torque asymmetry for elbow joint	Motriz : Revista de Educação Física (Online)	CARPES, FP; GEREMIA, J. M. ; KAROLCZAK, A. P. B. ; DIEFENTHAELER, F. ; VAZ, M. A.		
artigoEmPeriodico	 	2012		Capacitando docentes para promoção da saúde na escola	Revista Cadernos de Formação	CARPES, P. B. M. ; MELLO, E. M. B. ; CARPES, FP ; MEDEIROS, R. F. ; DORA, B. O.		
artigoEmPeriodico	 	2012		Técnicas anatômicas como método complementar para aprendizado de nefrotomia	Acta Scientiae Veterinariae (Online)	CARVALHO, A. D		
artigoEmPeriodico	 	2012		Como os trabalhadores de um Centro Obstétrico justificam a utilização de práticas prejudiciais ao parto normal	Revista da Escola de Enfermagem da USP (Impresso)	CARVALHO, V. F. ; KERBER (Nalú Pereira da Costa Kerber) ; BUSANELLO, J ; GONÇALVES, B.G. ; RODRIGUES, E.F. ; Eliana Pinho de Azambuja		
artigoEmPeriodico	 	2012		?I went to the nearest health clinic...?: free demand of the emergency service of a university hospital	Revista de Pesquisa: Cuidado é Fundamental (Online)	CASAROTTO, M. ; SCHIMITH, M.D. ; BUDÓ, M.L.D. ; WEILLER, T. H. ; Simon, B.S.		
artigoEmPeriodico	 	2012		Respiratory muscle assessment in predicting extubation outcome in patients with stroke.	Archivos de Bronconeumología (Ed. impresa)	CASTRO, A. M.; CORTOPASSI, F. ; Sabbag, R. ; Torre-Bouscoulet, L. ; KUMPEL, C. ; PORTO, E. F.		
artigoEmPeriodico	 	2012		Análise do Padrão Respiratório Durante o uso dos Incentivadores Inspiratórios em Indivíduos Sadios	Revista de Neurociências (EPM. Impresso)	CASTRO, A. M.; FERNANDES, M. ; FELTRIM, M.I.Z.		
artigoEmPeriodico	 	2012		Daily activities are sufficient to induce dynamic pulmonary hyperinflation and dyspnea in chronic obstructive pulmonary disease patients.	Clinics (USP. Impresso)	CASTRO, A. M.; KUMPEL, C. ; Rangueri, R. ; Oliveira, M.D. ; Dornelles, R. ; Brito, E. ; Seiko, T. ; PORTO, E. F.		
artigoEmPeriodico	 	2012		Assistência de enfermagem aos familiares cuidadores de paciente idoso com Acidente Vascular Cerebral: um relato de experiência	Revista Sul-Brasileira de Enfermagem	CAURIO, A. P. C. ; SILVEIRA, A. DA SILVEIRA, A. ; FERREIRA, R. R.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.3390/ijerph9072362	Risk Perception and Occupational Accidents: A Study of Gas Station Workers in Southern Brazil	International Journal of Environmental Research and Public Health	CEZAR-VAZ, Marta Regina ; Rocha, Laurelize Pereira ; BONOW, Clarice Alves ; da Silva, Mara Regina Santos ; Vaz, Joana Cezar ; Cardoso, Letícia Silveira		
artigoEmPeriodico	 	2012		Criando mundos, produzindo sínteses: experiência e tradição na Umbanda	Debates do NER (UFRGS. Impresso)	CHIESA, G. R		
artigoEmPeriodico	 	2012		Conhecimento dos professores de Educação Física para abordagem do tema saúde em suas aulas	Revista Brasileira de Ciência e Movimento	COPETTI, J.; SOARES, RG ; PUNTEL, R.L. ; FOLMER, V.		
artigoEmPeriodico	 	2012		Fontes energéticas vegetais para juvenis de jundiá e carpa	Arquivo Brasileiro de Medicina Veterinária e Zootecnia (Online)	CORREIA, Viviani ; RADÜNZ NETO, João ; SILVA, L. P. ; PEDRON, F. A. ; LAZZARI, Rafael ; FERREIRA, C. C.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.smallrumres.2012.07.006	Effect of roscovitine and cycloheximide on ultrastructure of sheep oocytes	Small Ruminant Research	Crocomo, Letícia Ferrari ; Filho, Wolff Camargo Marques ; SUDANO, MATEUS JOSÉ ; Paschoal, Daniela Martins ; Alvarenga, Fernanda da Cruz Landim ; Bicudo, Sony Dimas		
artigoEmPeriodico	 	2012		Pedagogias das ruas: caminhar, correr e pedalar	Cadernos de Formação RBCE	CUNHA, Álvaro Luís Ávila; BALINHAS, V. L. G.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.prp.2011.10.010	Clinical signs and histopathology of brain, spinal cord and muscle of the pelvic limb of rats experimentally infected with Trypanosoma evansi	PATHOLOGY RESEARCH AND PRACTICE	Da Silva, Aleksandro S. ; Oliveira, Camila B. ; Bertoncheli, Claudia M. ; Santos, Rosmarine P. ; BECKMANN, Diego Vilibaldo ; Wolkmer, Patricia ; Gressler, Lucas T. ; Tonin, Alexandre A. ; Graça, Dominguita L. ; Mazzanti, Alexandre ; MAZZANTI, Alexandre ; Lopes, Sonia T.A. ; Monteiro, Silvia G.		
artigoEmPeriodico	 	2012		Concepções e práticas de experimentação nos anos iniciais do Ensino Fundamental	Linhas Críticas (UnB)	Da Silva, João Alberto ; MARINHO, Julio Cesar Bresolin ; SILVA, G. R. ; BARTELMEBS, R. C.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.ecoenv.2012.04.022	The effects of diphenyl diselenide on oxidative stress biomarkers in Cyprinus carpio exposed to herbicide quinclorac (Facet®)	Ecotoxicology and Environmental Safety	DE MENEZES, CHARLENE CAVALHEIRO ; LEITEMPERGER, JOSSIELE ; SANTI, ADRIANA ; LÓPES, THAIS ; ALINE VEIVERBERG, CÁTIA ; PEIXOTO, SANDRA ; BOHRER ADAIME, MARTHA ; ZANELLA, RENATO ; VARGAS BARBOSA, NILDA BERENICE ; LUCIA LORO, VANIA		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.jviromet.2012.07.008	Optimization of one-step duplex real-time rt-pcr for detection of influenza and respiratory syncytial virus in nasopharyngeal aspirates	Journal of Virological Methods	de-Paris, Fernanda ; de-Paris, Fernanda ; Menezes, Denise da Silva ; Nunes, Luciana de Souza ; Paiva, Rodrigo Minuto ; Machado, Alice Beatriz Mombach Pinheiro ; Kuchenbecker, Ricardo ; Barth, Afonso Luís ; Menezes, Denise da Silva ; Nunes, Luciana de Souza ; Beck, Caroline		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.neuropharm.2012.10.022	Triterpene 3β, 6β, 16β Trihidroxilup-20 (29)-ene protects against excitability and oxidative damage induced by pentylenetetrazol: role of Na+,K+-ATPase activity.	Neuropharmacology	DELLA-PACE, I. D. ; RAMBO, L. M. ; RIBEIRO, L. R. ; SARAIVA, A. L. L. ; OLIVEIRA, S. M. ; SILVA, C. R. ; VILARINHO, J. G. ; ROSSATO, M. F. ; FERREIRA, J. ; FURIAN, A. F. ; OLIVEIRA, M. S. ; FIGHERA, M. R. ; SANTOS, A. R. S. ; FACUNDO, V. ; ROYES, L. F. F.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1002/cbf.2818	Effect of rice parboiling on performance and metabolic responses in rats	Cell Biochemistry and Function	DENARDIN, C. C.; BOUFLEUR, Nardeli ; RECKZIEGEL, P. ; EMANUELLI, T. ; SILVA, Leila Picolli da		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1590/s0103-84782012005000002	Amylose content in rice (Oryza sativa) affects performance, glycemic and lipidic metabolism in rats	Ciência Rural (UFSM. Impresso)	Denardin, Cristiane Casagrande; BOUFLEUR, Nardeli ; RECKZIEGEL, P. ; SILVA, Leila Picolli da ; WALTER, Melissa		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1590/s0102-09352012000600042	Ractopamina na dieta da carpa húngara (Cyprnus carpio) criada em tanques-rede	Arquivo Brasileiro de Medicina Veterinária e Zootecnia	DEVENS, M. A. ; LAZZARI, Rafael ; ROTILI, D. A. ; PUCCI, L. E. A. ; Veiverberg, C.A. ; COLDEBELLA, I. J.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1590/s0100-736x2012000100009	Aspectos clinicopatológicos e laboratoriais do envenenamento experimental por Bothrops moojeni e Bothropoides neuwiedi em ovinos	Pesquisa Veterinária Brasileira (Impresso)	DIEFENBACH, A. ; ANJOS, B. L. ; CALDAS, S. A. ; PEIXOTO, T. C. ; BRITO, M. F. ; YAMASAKI, E. M. ; TOKARNIA, C. H.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1080/14763141.2011.637125	Muscle activity and pedal force profile of triathletes during cycling to exhaustion	Sports biomechanics	DIEFENTHAELER, F. ; COYLE, EF ; BINI, R. R. ; CARPES, FP ; VAZ, M. A.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1007/s11064-012-0820-3	Cooperation of Non-Effective Concentration of Glutamatergic System Modulators and Antioxidant Against Oxidative Stress Induced by Quinolinic Acid	Neurochemical Research	Dobrachinski, Fernando ; Bastos, Luiza Lena ; Bridi, Jessika Cristina ; Corte, Cristiane Lenz Dalla ; ÁVILA, Daiana Silva de ; da Rocha, João Batista Teixeira ; SOARES, F. A. A. ; Soares, Félix Alexandre Antunes		
artigoEmPeriodico	 	2012		Formação continuada de professores para promoção da saúde e prevenção de doenças crônicas na escola	Biomotriz (UNICRUZ)	DORA, B. O. ; MEDEIROS, R. F. ; PICCININI, A. M. ; CARPES, P. B. M. ; CARPES, FP		
artigoEmPeriodico	 	2012		PRÁTICAS INTEGRADAS EM SAÚDE COLETIVA: A EXPERIÊNCIA DE UM PROGRAMA DE EXTENSÃO NO SUL DO PAÍS	Revista Contexto & Saúde	DUARTE, M. L. C. ; TORRES, Odete Messa ; SOUZA, N. S. ; BALK, R. S.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.2460/ajvr.73.2.183	Effects of butorphanol on the minimum anesthetic concentration for sevoflurane in guineafowl ( <i>Numida meleagris</i> )	American Journal of Veterinary Research	Escobar, André ; Valadão, Carlos A. A. ; Brosnan, Robert J. ; Denicol, Anna C. ; Flôres, Fabíola N. ; THIESEN, Roberto ; Coelho, Cássia M. M.		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1590/s0100-736x2012000200015	Alterações hematológicas em cães (Canis lupus familiaris) após tratamento com eletroacupuntura	Pesquisa Veterinária Brasileira (Impresso)	ESPER, GREYSON VITOR ZANATTA ; FERNANDES, ROBERTA RIBEIRO ; ZARDO, ALESSANDRA MARIA LEMOS PONTES ; CAVALHERI, VAGNER MICHEL ; RAZENTE, RODOLFO ANDRÉ ; Noro, Mirela		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1590/s0100-69912012000200009	Efeitos da remoção da túnica adventícia da aorta descendente em suínos	Revista do Colégio Brasileiro de Cirurgiões (Impresso)	FAGUNDES, ALMONDI ; PEREIRA, ADAMASTOR HUMBERTO ; CORRÊA, ROSE KARINA ; OLIVEIRA, MARÍLIA TERESA DE ; RODRIGUEZ, RUBENS		
artigoEmPeriodico	 	2012	http://dx.doi.org/10.1016/j.fitote.2012.04.013	Strictosidinic acid, isolated from Psychotria myriantha Mull. Arg. (Rubiaceae), decreases serotonin levels in rat hippocampus	Fitoterapia (Milano, 1934) (Cessou em 1960. Foi fundido com ISSN 1971-5498 Fitoterapia. Edizione Farmaceutica; ISSN 1971-5501 Fitoterapia. Edizione Me	Farias, F.M; Passos, C.S. ; Arbo, M.D. ; Barros, D.M. ; Gottfried, C. ; Steffen, V.M. ; Henriques, A.T		
artigoEmPeriodico	 	2012		Cistolitectomia para remoção de 2340 urólitos em cão obeso da raça Cocker Spaniel - relato de caso.	Jornal Brasileiro de Cirurgia Veterinária	FERANTI, J. P. S. ; BARCELLOS, H. H. A. ; IDALENCIO, R. ; BORTOLINI, C. E. ; OLIVEIRA, M. T. ; QUADROS, A. M. ; BRUN, M. V.		
